IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
185.96.163.110,443,443,true,CPH,Europe,Copenhagen,244,5.28
194.58.68.145,443,443,true,AMS,Europe,Amsterdam,235,5.28
141.144.207.240,443,443,true,FRA,Europe,Frankfurt,254,5.28
37.235.54.135,443,443,true,LHR,Europe,London,255,5.21
158.101.218.204,443,443,true,FRA,Europe,Frankfurt,278,5.06
141.148.247.121,443,443,true,FRA,Europe,Frankfurt,273,5.01
141.148.241.157,443,443,true,FRA,Europe,Frankfurt,275,4.99
132.226.193.65,443,443,true,FRA,Europe,Frankfurt,292,4.97
141.148.236.50,443,443,true,FRA,Europe,Frankfurt,271,4.90
34.147.130.63,443,443,true,LHR,Europe,London,257,4.89
195.133.79.154,443,443,true,AMS,Europe,Amsterdam,239,4.85
143.47.183.173,443,443,true,FRA,Europe,Frankfurt,272,4.85
3.147.73.220,443,443,true,CMH,North America,Columbus,216,4.84
141.147.52.239,443,443,true,FRA,Europe,Frankfurt,279,4.78
141.144.194.238,443,443,true,FRA,Europe,Frankfurt,283,4.76
91.230.213.70,443,443,true,KWI,Middle East,Kuwait City,259,4.75
141.148.239.157,443,443,true,FRA,Europe,Frankfurt,273,4.74
158.220.100.240,443,443,true,DUS,Europe,Düsseldorf,271,4.71
46.102.156.77,443,443,true,VIE,Europe,Vienna,271,4.69
94.177.8.51,443,443,true,VIE,Europe,Vienna,278,4.62
141.147.14.245,443,443,true,FRA,Europe,Frankfurt,273,4.58
132.145.238.246,443,443,true,FRA,Europe,Frankfurt,277,4.48
202.91.34.224,443,443,true,LAX,North America,Los Angeles,167,4.48
108.136.205.136,443,80,false,CGK,Asia Pacific,Jakarta,75,4.46
91.231.186.167,443,443,true,LHR,Europe,London,254,4.44
213.199.49.247,443,443,true,DUS,Europe,Düsseldorf,277,4.42
88.119.161.187,443,443,true,VNO,Europe,Vilnius,207,4.08
141.147.71.129,443,443,true,FRA,Europe,Frankfurt,266,4.03
35.154.110.69,443,443,true,BOM,Asia Pacific,Mumbai,236,3.98
141.144.197.111,443,443,true,AMS,Europe,Amsterdam,266,3.96
158.178.156.84,443,443,true,FRA,Europe,Frankfurt,271,3.93
49.207.36.81,443,443,true,MAA,Asia Pacific,Chennai,382,3.81
207.154.247.121,443,443,true,FRA,Europe,Frankfurt,278,3.75
212.224.93.171,443,443,true,FRA,Europe,Frankfurt,265,3.68
34.105.189.25,443,443,true,LHR,Europe,London,259,3.64
23.94.25.168,443,443,true,SJC,North America,San Jose,169,3.63
185.87.150.54,443,443,true,LHR,Europe,London,217,3.58
141.147.45.176,443,443,true,FRA,Europe,Frankfurt,268,3.51
212.224.93.232,443,443,true,FRA,Europe,Frankfurt,272,3.48
154.23.247.116,443,443,true,LAX,North America,Los Angeles,169,3.46
159.223.224.134,443,443,true,AMS,Europe,Amsterdam,267,3.33
3.75.149.151,443,443,true,FRA,Europe,Frankfurt,208,3.27
185.233.203.228,443,443,true,AMS,Europe,Amsterdam,219,3.21
195.141.65.9,443,443,true,AMS,Europe,Amsterdam,216,3.07
104.167.247.149,443,443,true,LAX,North America,Los Angeles,168,2.84
35.200.154.186,443,443,true,BOM,Asia Pacific,Mumbai,265,2.83
18.198.227.161,443,443,true,FRA,Europe,Frankfurt,206,2.70
192.236.249.111,443,443,true,AMS,Europe,Amsterdam,265,2.66
34.241.231.231,443,443,true,DUB,Europe,Dublin,237,2.66
45.59.184.55,443,443,true,SJC,North America,San Jose,254,2.49
45.159.208.139,443,443,true,SJC,North America,San Jose,167,2.45
5.161.130.201,443,443,true,IAD,North America,Ashburn,229,2.24
104.166.125.210,443,443,true,LAX,North America,Los Angeles,168,2.12
35.247.124.181,443,443,true,SEA,North America,Seattle,180,2.11
35.181.77.67,443,443,true,CDG,Europe,Paris,224,2.07
195.201.231.143,443,443,true,FRA,Europe,Frankfurt,254,2.06
80.76.32.12,443,443,true,FRA,Europe,Frankfurt,226,1.97
95.164.62.152,443,443,true,AMS,Europe,Amsterdam,224,1.87
43.204.80.35,443,443,true,BOM,Asia Pacific,Mumbai,337,1.79
5.42.72.177,443,443,true,FRA,Europe,Frankfurt,245,1.79
54.93.211.209,443,443,true,FRA,Europe,Frankfurt,207,1.68
185.103.255.186,443,443,true,AMS,Europe,Amsterdam,220,1.67
54.246.3.182,443,443,true,DUB,Europe,Dublin,231,1.58
195.201.135.208,443,443,true,FRA,Europe,Frankfurt,273,1.55
67.226.223.240,443,443,true,CMH,North America,Columbus,212,1.46
152.70.54.208,443,443,true,FRA,Europe,Frankfurt,270,1.45
77.238.244.214,443,443,true,AMS,Europe,Amsterdam,294,1.43
23.95.235.137,443,443,true,BUF,North America,Buffalo,223,1.39
141.144.254.151,443,443,true,FRA,Europe,Frankfurt,268,1.38
79.72.72.39,443,443,true,FRA,Europe,Frankfurt,292,1.34
206.189.102.194,443,443,true,AMS,Europe,Amsterdam,272,1.23
52.14.132.81,443,443,true,CMH,North America,Columbus,216,1.22
52.30.132.114,443,443,true,DUB,Europe,Dublin,235,1.21
109.205.214.8,443,443,true,AMS,Europe,Amsterdam,272,1.21
34.175.202.195,443,443,true,MAD,Europe,Madrid,278,1.20
143.47.246.17,443,443,true,FRA,Europe,Frankfurt,276,1.12
212.192.31.162,443,443,true,FRA,Europe,Frankfurt,369,1.10
193.123.61.70,443,443,true,FRA,Europe,Frankfurt,279,1.08
141.144.203.244,443,443,true,FRA,Europe,Frankfurt,287,1.07
89.110.69.166,443,443,true,AMS,Europe,Amsterdam,297,1.07
141.148.232.49,443,443,true,FRA,Europe,Frankfurt,361,1.06
185.106.103.168,443,443,true,LCA,Europe,Nicosia,285,1.01
130.162.231.231,443,443,true,FRA,Europe,Frankfurt,280,0.99
213.1.145.50,443,443,true,LHR,Europe,London,225,0.93
158.101.220.27,443,443,true,FRA,Europe,Frankfurt,273,0.87
217.196.106.121,443,443,true,FRA,Europe,Frankfurt,270,0.87
158.178.144.232,443,443,true,FRA,Europe,Frankfurt,277,0.85
141.11.246.29,443,443,true,AMS,Europe,Amsterdam,289,0.85
154.17.230.119,443,443,true,LAX,North America,Los Angeles,172,0.83
158.178.157.6,443,443,true,FRA,Europe,Frankfurt,276,0.80
141.144.204.38,443,443,true,FRA,Europe,Frankfurt,285,0.77
132.226.207.41,443,443,true,FRA,Europe,Frankfurt,269,0.75
141.144.225.247,443,443,true,FRA,Europe,Frankfurt,280,0.75
141.144.226.142,443,443,true,FRA,Europe,Frankfurt,285,0.74
45.85.93.49,443,443,true,MXP,Europe,Milan,215,0.72
89.208.104.241,443,443,true,FRA,Europe,Frankfurt,259,0.72
136.175.176.27,443,443,true,SJC,North America,San Jose,273,0.71
152.67.148.232,443,443,true,FRA,Europe,Frankfurt,275,0.71
77.238.229.221,443,443,true,AMS,Europe,Amsterdam,303,0.65
45.144.234.149,443,443,true,HEL,Europe,Helsinki,301,0.62
185.103.255.245,443,443,true,AMS,Europe,Amsterdam,210,0.62
144.21.39.113,443,443,true,FRA,Europe,Frankfurt,270,0.54
141.147.83.93,443,443,true,FRA,Europe,Frankfurt,274,0.50
144.21.32.33,443,443,true,FRA,Europe,Frankfurt,278,0.49
185.154.155.179,443,443,true,CDG,Europe,Paris,262,0.48
185.203.116.174,443,443,true,SOF,Europe,Sofia,240,0.45
77.238.252.70,443,443,true,AMS,Europe,Amsterdam,304,0.45
141.147.100.34,443,443,true,FRA,Europe,Frankfurt,282,0.42
3.69.0.8,443,443,true,FRA,Europe,Frankfurt,213,0.39
84.8.159.103,443,443,true,FRA,Europe,Frankfurt,261,0.39
185.225.68.232,443,443,true,VIE,Europe,Vienna,265,0.38
132.226.196.216,443,443,true,FRA,Europe,Frankfurt,275,0.38
89.110.69.244,443,443,true,AMS,Europe,Amsterdam,293,0.37
91.220.43.138,443,443,true,RIX,Europe,Riga,247,0.37
129.153.126.67,443,443,true,LAX,North America,Los Angeles,183,0.36
77.238.226.178,443,443,true,AMS,Europe,Amsterdam,310,0.35
143.47.190.89,443,443,true,FRA,Europe,Frankfurt,312,0.34
185.155.235.106,443,443,true,HKG,Asia Pacific,Hong Kong,325,0.34
143.47.187.142,443,443,true,FRA,Europe,Frankfurt,272,0.34
79.132.143.54,443,443,true,FRA,Europe,Frankfurt,275,0.33
185.94.164.72,443,443,true,AMS,Europe,Amsterdam,249,0.33
5.61.39.183,443,443,true,FRA,Europe,Frankfurt,276,0.31
193.168.143.152,443,443,true,OTP,Europe,Bucharest,286,0.31
212.237.218.164,443,443,true,HEL,Europe,Helsinki,290,0.31
46.183.186.57,443,443,true,VIE,Europe,Vienna,221,0.30
89.27.8.25,443,443,true,CPH,Europe,Copenhagen,298,0.29
45.147.51.230,443,443,true,FRA,Europe,Frankfurt,360,0.25
193.233.202.196,443,443,true,KBP,Europe,Kyiv,253,0.23
51.20.215.255,443,443,true,ARN,Europe,Stockholm,233,0.22
79.132.143.121,443,443,true,FRA,Europe,Frankfurt,271,0.22
98.71.19.116,443,443,true,DUB,Europe,Dublin,219,0.22
158.178.157.227,443,443,true,FRA,Europe,Frankfurt,282,0.21
194.87.191.104,443,443,true,AMS,Europe,Amsterdam,212,0.21
52.209.63.185,443,443,true,DUB,Europe,Dublin,238,0.20
18.196.70.197,443,443,true,FRA,Europe,Frankfurt,213,0.20
20.38.32.52,443,443,true,LAX,North America,Los Angeles,201,0.19
81.200.154.52,443,443,true,FRA,Europe,Frankfurt,375,0.19
140.238.29.117,443,80,false,ICN,Asia Pacific,Seoul,76,0.18
35.178.195.80,443,443,true,LHR,Europe,London,232,0.18
3.76.179.225,443,443,true,FRA,Europe,Frankfurt,217,0.18
141.144.207.72,443,443,true,FRA,Europe,Frankfurt,271,0.18
185.233.203.134,443,443,true,AMS,Europe,Amsterdam,219,0.17
79.175.133.246,443,443,true,AMS,Europe,Amsterdam,272,0.17
158.101.202.113,443,443,true,FRA,Europe,Frankfurt,277,0.15
18.185.254.189,443,443,true,FRA,Europe,Frankfurt,210,0.15
192.236.249.97,443,443,true,AMS,Europe,Amsterdam,324,0.14
52.165.82.62,443,443,true,ORD,North America,Chicago,227,0.14
89.110.64.179,443,443,true,AMS,Europe,Amsterdam,297,0.14
217.196.106.76,443,443,true,FRA,Europe,Frankfurt,226,0.13
45.132.18.38,443,443,true,TLL,Europe,Tallinn,282,0.13
3.106.116.226,443,443,true,SYD,Oceania,Sydney,243,0.12
48.217.34.120,443,443,true,IAD,North America,Ashburn,257,0.12
195.200.26.16,443,443,true,AMS,Europe,Amsterdam,298,0.12
52.28.84.2,443,443,true,FRA,Europe,Frankfurt,218,0.12
44.227.22.10,443,443,true,SEA,North America,Seattle,189,0.12
54.71.238.195,443,443,true,SEA,North America,Seattle,191,0.12
46.32.184.115,443,443,true,WAW,Europe,Warsaw,277,0.12
94.142.137.72,443,443,true,AMS,Europe,Amsterdam,225,0.11
92.118.169.17,443,443,true,AMS,Europe,Amsterdam,228,0.11
166.1.129.159,443,443,true,HEL,Europe,Helsinki,295,0.11
51.107.8.167,443,443,true,MXP,Europe,Milan,203,0.10
107.173.149.212,443,443,true,SJC,North America,San Jose,166,0.10
166.1.157.220,443,443,true,HEL,Europe,Helsinki,296,0.10
204.110.223.149,443,443,true,CMH,North America,Columbus,211,0.09
185.172.131.49,443,443,true,FRA,Europe,Frankfurt,259,0.09
104.156.149.24,443,443,true,AMS,Europe,Amsterdam,318,0.09
80.209.243.245,443,443,true,EWR,North America,Newark,234,0.08
18.184.27.249,443,443,true,FRA,Europe,Frankfurt,221,0.08
213.183.51.219,443,443,true,AMS,Europe,Amsterdam,231,0.08
212.118.41.233,443,443,true,AMS,Europe,Amsterdam,287,0.08
188.34.200.15,443,443,true,FRA,Europe,Frankfurt,256,0.07
78.142.230.76,443,443,true,AMS,Europe,Amsterdam,370,0.07
185.8.60.113,443,443,true,FRA,Europe,Frankfurt,260,0.07
165.232.79.190,443,443,true,FRA,Europe,Frankfurt,270,0.07
194.87.179.183,443,443,true,HEL,Europe,Helsinki,329,0.07
45.148.60.11,443,443,true,AMS,Europe,Amsterdam,349,0.07
163.123.143.192,443,443,true,HEL,Europe,Helsinki,309,0.07
185.40.7.249,443,443,true,WAW,Europe,Warsaw,281,0.06
13.53.206.75,443,443,true,CPH,Europe,Copenhagen,240,0.06
3.124.236.70,443,443,true,FRA,Europe,Frankfurt,196,0.06
195.133.13.93,443,443,true,CPH,Europe,Copenhagen,273,0.06
168.119.231.164,443,443,true,FRA,Europe,Frankfurt,279,0.05
178.73.220.132,443,443,true,ARN,Europe,Stockholm,235,0.05
204.12.225.229,443,443,true,MCI,North America,Kansas City,230,0.05
176.105.253.66,443,443,true,WAW,Europe,Warsaw,327,0.05
193.233.202.153,443,443,true,OTP,Europe,Bucharest,263,0.05
185.233.81.117,443,443,true,FRA,Europe,Frankfurt,199,0.05
91.201.25.200,443,443,true,AMS,Europe,Amsterdam,227,0.05
188.225.60.50,443,443,true,FRA,Europe,Frankfurt,381,0.04
82.148.30.224,443,443,true,FRA,Europe,Frankfurt,260,0.04
192.177.26.152,443,443,true,HEL,Europe,Helsinki,311,0.04
89.44.194.160,443,443,true,FRA,Europe,Frankfurt,269,0.04
83.138.55.156,443,443,true,VIE,Europe,Vienna,289,0.04
3.108.117.25,443,443,true,BOM,Asia Pacific,Mumbai,227,0.04
192.177.26.55,443,443,true,CPH,Europe,Copenhagen,370,0.04
85.255.4.39,443,443,true,PRG,Europe,Prague,384,0.04
192.236.249.90,443,443,true,AMS,Europe,Amsterdam,267,0.04
35.178.172.46,443,443,true,LHR,Europe,London,227,0.04
89.191.226.73,443,443,true,FRA,Europe,Frankfurt,394,0.04
154.16.16.24,443,443,true,AMS,Europe,Amsterdam,268,0.04
166.1.161.55,443,443,true,HEL,Europe,Helsinki,301,0.04
107.182.131.85,443,443,true,HEL,Europe,Helsinki,271,0.03
45.144.233.168,443,443,true,FRA,Europe,Frankfurt,279,0.03
185.94.167.108,443,443,true,HEL,Europe,Helsinki,265,0.03
172.232.144.24,443,443,true,ARN,Europe,Stockholm,336,0.03
212.38.166.47,443,443,true,LHR,Europe,London,258,0.03
77.238.247.103,443,443,true,AMS,Europe,Amsterdam,286,0.03
18.211.101.20,443,443,true,IAD,North America,Ashburn,226,0.02
217.28.129.244,443,443,true,CPH,Europe,Copenhagen,306,0.02
188.212.132.173,443,443,true,AMS,Europe,Amsterdam,332,0.02
81.22.132.44,443,443,true,AMS,Europe,Amsterdam,269,0.02
142.111.162.29,443,443,true,HEL,Europe,Helsinki,318,0.02
107.182.130.69,443,443,true,AMS,Europe,Amsterdam,313,0.02
89.42.142.220,443,443,true,AMS,Europe,Amsterdam,274,0.02
31.210.173.73,443,443,true,AMS,Europe,Amsterdam,421,0.01
192.236.249.109,443,443,true,AMS,Europe,Amsterdam,311,0.01
31.172.70.222,443,443,true,FRA,Europe,Frankfurt,267,0.01
91.192.102.55,443,443,true,FRA,Europe,Frankfurt,311,0.01
192.236.249.107,443,443,true,AMS,Europe,Amsterdam,319,0.01
107.182.129.83,443,443,true,AMS,Europe,Amsterdam,270,0.01
45.144.49.149,443,443,true,WAW,Europe,Warsaw,330,0.01
194.87.122.237,443,443,true,HEL,Europe,Helsinki,276,0.01
107.182.130.77,443,443,true,AMS,Europe,Amsterdam,342,0.01
107.182.130.118,443,443,true,AMS,Europe,Amsterdam,275,0.01
176.57.212.3,443,443,true,AMS,Europe,Amsterdam,426,0.00
163.5.207.103,443,443,true,AMS,Europe,Amsterdam,270,0.00
107.182.131.220,443,443,true,HEL,Europe,Helsinki,302,0.00
23.254.226.110,443,443,true,AMS,Europe,Amsterdam,268,0.00
38.180.57.184,443,443,true,AMS,Europe,Amsterdam,273,0.00
188.116.21.35,443,443,true,AMS,Europe,Amsterdam,277,0.00
45.129.3.158,443,443,true,AMS,Europe,Amsterdam,156,0.00
94.177.8.6,443,443,true,VIE,Europe,Vienna,267,0.00
13.228.155.72,443,443,true,SIN,Asia Pacific,Singapore,64,0.00
192.236.249.93,443,443,true,AMS,Europe,Amsterdam,264,0.00
166.1.157.221,443,443,true,HEL,Europe,Helsinki,301,0.00
45.59.187.65,443,443,true,SJC,North America,San Jose,250,0.00
107.148.42.163,443,443,true,LAX,North America,Los Angeles,163,0.00
43.206.192.211,443,443,true,NRT,Asia Pacific,Tokyo,122,0.00
94.177.8.9,443,443,true,VIE,Europe,Vienna,272,0.00
185.244.210.16,443,443,true,CDG,Europe,Paris,322,0.00
52.202.68.136,443,443,true,IAD,North America,Ashburn,228,0.00
77.238.226.46,443,443,true,AMS,Europe,Amsterdam,302,0.00
91.227.77.87,443,443,true,SOF,Europe,Sofia,295,0.00
165.227.134.63,443,443,true,FRA,Europe,Frankfurt,278,0.00
146.56.161.229,443,443,true,ICN,Asia Pacific,Seoul,76,0.00
107.182.130.16,443,443,true,AMS,Europe,Amsterdam,313,0.00
132.145.14.158,443,443,true,FRA,Europe,Frankfurt,268,0.00
95.164.8.12,443,443,true,OSL,Europe,Oslo,384,0.00
208.67.105.2,443,443,true,AMS,Europe,Amsterdam,310,0.00
